,predict,target
2019-07-29 16:41:00,81.11975860595703,81.0
2019-07-29 16:42:00,82.07874298095703,80.0
2019-07-29 16:43:00,80.74331665039062,78.0
2019-07-29 16:44:00,79.70064544677734,80.0
2019-07-29 16:45:00,82.7413330078125,83.0
2019-07-29 16:46:00,82.7413330078125,80.0
2019-07-29 16:47:00,80.50418853759766,88.0
2019-07-29 16:48:00,80.28996276855469,83.0
2019-07-29 16:49:00,81.8263168334961,81.0
2019-07-29 16:50:00,80.9209976196289,81.0
2019-07-29 16:51:00,77.89399719238281,77.0
2019-07-29 16:52:00,78.1091079711914,82.0
2019-07-29 16:53:00,80.09136199951172,82.0
2019-07-29 16:54:00,80.5960464477539,80.0
2019-07-29 16:55:00,81.91266632080078,88.0
2019-07-29 16:56:00,81.4698715209961,82.0
2019-07-29 16:57:00,81.2795181274414,79.0
2019-07-29 16:58:00,83.43767547607422,80.0
2019-07-29 16:59:00,72.5951156616211,78.0
2019-07-29 17:00:00,72.5951156616211,82.0
2019-07-29 17:01:00,81.5501937866211,82.0
2019-07-29 17:02:00,80.63136291503906,80.0
2019-07-29 17:03:00,82.9399642944336,83.0
2019-07-29 17:04:00,80.55457305908203,81.0
2019-07-29 17:05:00,84.0025863647461,84.0
2019-07-29 17:06:00,83.08839416503906,83.0
2019-07-29 17:07:00,82.83219909667969,86.0
2019-07-29 17:08:00,83.59492492675781,82.0
2019-07-29 17:09:00,80.40117645263672,81.0
2019-07-29 17:10:00,80.37372589111328,81.0
2019-07-29 17:11:00,80.70977020263672,78.0
2019-07-29 17:12:00,80.71622467041016,82.0
2019-07-29 17:13:00,82.81220245361328,82.0
2019-07-29 17:14:00,82.76841735839844,86.0
2019-07-29 17:15:00,84.04839324951172,84.0
2019-07-29 17:16:00,82.31952667236328,83.0
2019-07-29 17:17:00,79.13491821289062,78.0
2019-07-29 17:18:00,80.95327758789062,82.0
2019-07-29 17:19:00,80.95321655273438,82.0
2019-07-29 17:20:00,77.67803192138672,78.0
2019-07-29 17:21:00,81.83365631103516,73.0
2019-07-29 17:22:00,79.96480560302734,83.0
2019-07-29 17:23:00,80.66808319091797,82.0
2019-07-29 17:24:00,80.61125946044922,83.0
2019-07-29 17:25:00,81.72103118896484,79.0
2019-07-29 17:26:00,81.9255142211914,81.0
2019-07-29 17:27:00,81.85773468017578,85.0
2019-07-29 17:28:00,82.6535415649414,84.0
2019-07-29 17:29:00,81.97027587890625,81.0
2019-07-29 17:30:00,81.02361297607422,77.0
2019-07-29 17:31:00,80.55974578857422,75.0
2019-07-29 17:32:00,79.34722137451172,76.0
2019-07-29 17:33:00,81.29390716552734,81.0
2019-07-29 17:34:00,82.78069305419922,82.0
2019-07-29 17:35:00,82.25765991210938,82.0
2019-07-29 17:36:00,83.08784484863281,86.0
2019-07-29 17:37:00,82.5203628540039,84.0
2019-07-29 17:38:00,81.5141830444336,78.0
2019-07-29 17:39:00,81.5141830444336,79.0
2019-07-29 17:40:00,81.5141830444336,76.0
2019-07-29 17:41:00,79.86223602294922,76.0
2019-07-29 17:42:00,81.6795425415039,80.0
2019-07-29 17:43:00,81.6795425415039,85.0
2019-07-29 17:44:00,80.32682800292969,82.0
2019-07-29 17:45:00,74.66218566894531,75.0
2019-07-29 17:46:00,74.66218566894531,84.0
2019-07-29 17:47:00,81.42839050292969,83.0
